id,gender_bin,b_cls,r_cls,benefit_uncertainty,risk_uncertainty,unc_index
2013,Man,substantive,uncertain,0.0,1.0,0.5
2014,Man,substantive,,0.0,,
2015,Man,uncertain,,1.0,,
2016,Man,substantive,,0.0,,
2017,Man,missing,,,,
2018,Woman,substantive,,0.0,,
2019,Man,substantive,,0.0,,
2020,Man,uncertain,substantive,1.0,0.0,0.5
2021,Woman,substantive,,0.0,,
2022,Man,too_short,,,,
2023,Man,substantive,substantive,0.0,0.0,0.0
2024,Man,substantive,too_short,0.0,,
2025,Woman,substantive,,0.0,,
2026,Man,substantive,substantive,0.0,0.0,0.0
2027,Woman,substantive,too_short,0.0,,
2028,Woman,too_short,,,,
2029,Man,substantive,,0.0,,
2030,Woman,uncertain,,1.0,,
2031,Man,missing,substantive,,0.0,
2032,Woman,substantive,uncertain,0.0,1.0,0.5
2033,Woman,substantive,substantive,0.0,0.0,0.0
2034,Man,substantive,,0.0,,
2035,Man,too_short,too_short,,,
2036,Man,uncertain,too_short,1.0,,
2037,Woman,uncertain,,1.0,,
2038,Woman,substantive,,0.0,,
2039,Woman,substantive,,0.0,,
2040,Woman,substantive,substantive,0.0,0.0,0.0
2041,Woman,substantive,,0.0,,
2042,Man,uncertain,substantive,1.0,0.0,0.5
2043,Woman,too_short,,,,
2044,Man,uncertain,,1.0,,
2045,Woman,substantive,substantive,0.0,0.0,0.0
2046,Woman,substantive,,0.0,,
2047,Woman,substantive,substantive,0.0,0.0,0.0
2048,Woman,substantive,,0.0,,
2049,Man,uncertain,,1.0,,
2050,Woman,substantive,,0.0,,
2051,Woman,substantive,substantive,0.0,0.0,0.0
2052,Man,too_short,,,,
2053,Man,substantive,,0.0,,
2054,Woman,substantive,,0.0,,
2055,Woman,uncertain,,1.0,,
2056,Man,uncertain,,1.0,,
2057,Man,uncertain,too_short,1.0,,
2058,Woman,substantive,,0.0,,
2059,Woman,substantive,substantive,0.0,0.0,0.0
2060,Woman,uncertain,substantive,1.0,0.0,0.5
2061,Woman,substantive,substantive,0.0,0.0,0.0
2062,Woman,substantive,uncertain,0.0,1.0,0.5
2063,Woman,substantive,,0.0,,
2064,Man,substantive,,0.0,,
2065,Man,substantive,substantive,0.0,0.0,0.0
2066,Woman,substantive,substantive,0.0,0.0,0.0
2067,Man,substantive,substantive,0.0,0.0,0.0
2068,Man,substantive,substantive,0.0,0.0,0.0
2069,Man,substantive,,0.0,,
2070,Man,too_short,,,,
2071,Man,substantive,,0.0,,
2072,Man,substantive,,0.0,,
2073,Man,substantive,substantive,0.0,0.0,0.0
2074,Woman,substantive,substantive,0.0,0.0,0.0
2075,Woman,uncertain,,1.0,,
2076,Woman,substantive,substantive,0.0,0.0,0.0
2077,Woman,substantive,too_short,0.0,,
2078,Woman,substantive,substantive,0.0,0.0,0.0
2079,Man,substantive,,0.0,,
2080,Woman,substantive,substantive,0.0,0.0,0.0
2081,Woman,uncertain,,1.0,,
2082,Woman,substantive,,0.0,,
2083,Woman,uncertain,uncertain,1.0,1.0,1.0
2084,Woman,uncertain,,1.0,,
2085,Woman,substantive,substantive,0.0,0.0,0.0
2086,Man,substantive,substantive,0.0,0.0,0.0
2087,Man,substantive,substantive,0.0,0.0,0.0
2088,Man,missing,missing,,,
2089,Woman,uncertain,,1.0,,
2090,Man,substantive,substantive,0.0,0.0,0.0
2091,Woman,too_short,substantive,,0.0,
2092,Woman,uncertain,,1.0,,
2093,Woman,substantive,,0.0,,
2094,Woman,uncertain,,1.0,,
2095,Woman,substantive,,0.0,,
2096,Man,substantive,substantive,0.0,0.0,0.0
2097,Woman,uncertain,substantive,1.0,0.0,0.5
2098,Man,uncertain,substantive,1.0,0.0,0.5
2099,Woman,substantive,substantive,0.0,0.0,0.0
2100,Man,substantive,,0.0,,
2101,Woman,uncertain,,1.0,,
2102,Woman,substantive,substantive,0.0,0.0,0.0
2103,Man,missing,,,,
2104,Woman,too_short,substantive,,0.0,
2105,Woman,missing,,,,
2106,Woman,substantive,,0.0,,
2107,Man,substantive,,0.0,,
2108,Woman,substantive,,0.0,,
2109,Woman,substantive,,0.0,,
2110,Woman,substantive,substantive,0.0,0.0,0.0
2111,Woman,missing,substantive,,0.0,
2112,Woman,substantive,,0.0,,
2113,Woman,substantive,uncertain,0.0,1.0,0.5
2114,Man,substantive,substantive,0.0,0.0,0.0
2115,Man,substantive,,0.0,,
2116,Man,too_short,,,,
2117,Woman,substantive,,0.0,,
2118,Woman,substantive,,0.0,,
2119,Man,substantive,substantive,0.0,0.0,0.0
2120,Woman,uncertain,,1.0,,
2121,Woman,uncertain,substantive,1.0,0.0,0.5
2122,Man,substantive,substantive,0.0,0.0,0.0
2123,Man,substantive,,0.0,,
2124,Woman,substantive,,0.0,,
2125,Woman,substantive,substantive,0.0,0.0,0.0
2126,Woman,substantive,substantive,0.0,0.0,0.0
2127,Woman,substantive,,0.0,,
2128,Man,substantive,,0.0,,
2129,Man,uncertain,substantive,1.0,0.0,0.5
2130,Woman,uncertain,substantive,1.0,0.0,0.5
2131,Woman,uncertain,,1.0,,
2132,Woman,substantive,,0.0,,
2133,Man,substantive,substantive,0.0,0.0,0.0
2134,Man,substantive,,0.0,,
2135,Woman,substantive,substantive,0.0,0.0,0.0
2136,Man,substantive,,0.0,,
2137,Man,uncertain,,1.0,,
2138,Man,too_short,,,,
2139,Man,substantive,uncertain,0.0,1.0,0.5
2140,Woman,uncertain,,1.0,,
2141,Man,missing,,,,
2142,Woman,uncertain,,1.0,,
2143,Man,substantive,substantive,0.0,0.0,0.0
2144,Man,substantive,,0.0,,
2145,Man,uncertain,,1.0,,
2146,Man,substantive,too_short,0.0,,
2147,Man,substantive,,0.0,,
2148,Woman,substantive,,0.0,,
2149,Man,substantive,too_short,0.0,,
2150,Woman,substantive,uncertain,0.0,1.0,0.5
2151,Woman,substantive,,0.0,,
2152,Man,substantive,substantive,0.0,0.0,0.0
2153,Man,uncertain,,1.0,,
2154,Man,substantive,substantive,0.0,0.0,0.0
2155,Man,substantive,substantive,0.0,0.0,0.0
2156,Man,substantive,substantive,0.0,0.0,0.0
2157,Man,substantive,substantive,0.0,0.0,0.0
2158,Man,uncertain,substantive,1.0,0.0,0.5
2159,Man,substantive,substantive,0.0,0.0,0.0
2160,Man,substantive,,0.0,,
2161,Man,uncertain,uncertain,1.0,1.0,1.0
2162,Woman,substantive,substantive,0.0,0.0,0.0
2163,Woman,substantive,,0.0,,
2164,Woman,uncertain,substantive,1.0,0.0,0.5
2165,Man,substantive,,0.0,,
2166,Man,uncertain,,1.0,,
2167,Man,substantive,,0.0,,
2168,Woman,substantive,,0.0,,
2169,Man,substantive,substantive,0.0,0.0,0.0
2170,Woman,uncertain,substantive,1.0,0.0,0.5
2171,Man,substantive,,0.0,,
2172,Man,substantive,uncertain,0.0,1.0,0.5
2173,Man,substantive,substantive,0.0,0.0,0.0
2174,Woman,substantive,,0.0,,
2175,Man,substantive,,0.0,,
2176,Man,substantive,,0.0,,
2177,Man,uncertain,,1.0,,
2178,Woman,uncertain,,1.0,,
2179,Man,missing,,,,
2180,Woman,uncertain,,1.0,,
2181,Woman,missing,,,,
2182,Woman,too_short,substantive,,0.0,
2183,Woman,uncertain,,1.0,,
2184,Man,substantive,substantive,0.0,0.0,0.0
2185,Woman,substantive,,0.0,,
2186,Woman,too_short,substantive,,0.0,
2187,Man,substantive,,0.0,,
2188,Woman,substantive,substantive,0.0,0.0,0.0
2189,Woman,substantive,,0.0,,
2190,Man,substantive,substantive,0.0,0.0,0.0
2191,Man,too_short,,,,
2192,Man,too_short,substantive,,0.0,
2193,Man,substantive,substantive,0.0,0.0,0.0
2194,Man,substantive,,0.0,,
2195,Woman,substantive,,0.0,,
2196,Woman,uncertain,substantive,1.0,0.0,0.5
2197,Man,substantive,,0.0,,
2198,Man,substantive,substantive,0.0,0.0,0.0
2199,Man,substantive,substantive,0.0,0.0,0.0
2200,Man,substantive,,0.0,,
2201,Woman,uncertain,,1.0,,
2202,Woman,substantive,,0.0,,
2203,Woman,substantive,substantive,0.0,0.0,0.0
2204,Woman,too_short,,,,
2205,Man,substantive,,0.0,,
2206,Man,substantive,,0.0,,
2207,Woman,substantive,,0.0,,
2208,Man,uncertain,,1.0,,
2209,Woman,substantive,substantive,0.0,0.0,0.0
2210,Woman,substantive,substantive,0.0,0.0,0.0
2211,Woman,substantive,substantive,0.0,0.0,0.0
2212,Woman,substantive,substantive,0.0,0.0,0.0
2213,Woman,substantive,substantive,0.0,0.0,0.0
2214,Man,substantive,,0.0,,
2215,Man,substantive,substantive,0.0,0.0,0.0
2216,Woman,substantive,,0.0,,
2217,Man,substantive,substantive,0.0,0.0,0.0
2218,Woman,substantive,substantive,0.0,0.0,0.0
2219,Woman,uncertain,,1.0,,
2220,Woman,substantive,,0.0,,
2221,Man,substantive,,0.0,,
2222,Man,uncertain,substantive,1.0,0.0,0.5
2223,Man,substantive,,0.0,,
2224,Woman,substantive,,0.0,,
2225,Man,substantive,substantive,0.0,0.0,0.0
2226,Man,substantive,substantive,0.0,0.0,0.0
2227,Man,substantive,,0.0,,
2228,Woman,uncertain,too_short,1.0,,
2229,Man,substantive,,0.0,,
2230,Man,substantive,,0.0,,
2231,Man,too_short,,,,
2232,Man,substantive,substantive,0.0,0.0,0.0
2233,Man,substantive,substantive,0.0,0.0,0.0
2234,Woman,substantive,substantive,0.0,0.0,0.0
2235,Woman,uncertain,substantive,1.0,0.0,0.5
2236,Man,substantive,,0.0,,
2237,Man,uncertain,too_short,1.0,,
2238,Woman,substantive,substantive,0.0,0.0,0.0
2239,Woman,substantive,,0.0,,
2240,Woman,substantive,,0.0,,
2241,Man,substantive,,0.0,,
2242,Man,uncertain,substantive,1.0,0.0,0.5
2243,Woman,substantive,substantive,0.0,0.0,0.0
2244,Woman,substantive,,0.0,,
2245,Man,substantive,substantive,0.0,0.0,0.0
2246,Man,substantive,substantive,0.0,0.0,0.0
2247,Woman,substantive,,0.0,,
2248,Man,substantive,substantive,0.0,0.0,0.0
2249,Woman,substantive,,0.0,,
2250,Man,uncertain,too_short,1.0,,
2251,Woman,substantive,,0.0,,
2252,Woman,substantive,,0.0,,
2253,Man,too_short,,,,
2254,Man,substantive,,0.0,,
2255,Man,substantive,substantive,0.0,0.0,0.0
2256,Man,uncertain,too_short,1.0,,
2257,Man,too_short,,,,
2258,Man,substantive,,0.0,,
2259,Man,substantive,substantive,0.0,0.0,0.0
2260,Woman,substantive,substantive,0.0,0.0,0.0
2261,Man,substantive,substantive,0.0,0.0,0.0
2262,Woman,uncertain,,1.0,,
2263,Man,substantive,,0.0,,
2264,Woman,substantive,substantive,0.0,0.0,0.0
2265,Man,substantive,,0.0,,
2266,Woman,substantive,,0.0,,
2267,Man,substantive,,0.0,,
2268,Man,substantive,substantive,0.0,0.0,0.0
2269,Woman,uncertain,,1.0,,
2270,Woman,substantive,substantive,0.0,0.0,0.0
2271,Man,uncertain,substantive,1.0,0.0,0.5
2272,Woman,uncertain,,1.0,,
2273,Woman,substantive,,0.0,,
2274,Woman,substantive,,0.0,,
2275,Man,substantive,substantive,0.0,0.0,0.0
2276,Man,substantive,uncertain,0.0,1.0,0.5
2277,Woman,too_short,,,,
2278,Woman,uncertain,,1.0,,
2279,Man,substantive,substantive,0.0,0.0,0.0
2280,Woman,substantive,,0.0,,
2281,Woman,uncertain,,1.0,,
2282,Man,substantive,,0.0,,
2283,Woman,substantive,,0.0,,
2284,Woman,substantive,,0.0,,
2285,Woman,substantive,substantive,0.0,0.0,0.0
2286,Woman,too_short,substantive,,0.0,
2287,Man,substantive,,0.0,,
2288,Man,uncertain,,1.0,,
2289,Woman,substantive,,0.0,,
2290,Woman,uncertain,substantive,1.0,0.0,0.5
2291,Woman,substantive,substantive,0.0,0.0,0.0
2292,Man,substantive,,0.0,,
2293,Man,substantive,substantive,0.0,0.0,0.0
2294,Woman,substantive,,0.0,,
2295,Man,too_short,,,,
2296,Woman,substantive,,0.0,,
2297,Woman,substantive,,0.0,,
2298,Man,substantive,,0.0,,
2299,Man,too_short,substantive,,0.0,
2300,Man,substantive,,0.0,,
2301,Woman,uncertain,substantive,1.0,0.0,0.5
2302,Man,substantive,too_short,0.0,,
2303,Woman,uncertain,substantive,1.0,0.0,0.5
2304,Woman,substantive,substantive,0.0,0.0,0.0
2305,Man,substantive,,0.0,,
2306,Woman,substantive,,0.0,,
2307,Woman,substantive,,0.0,,
2308,Man,uncertain,uncertain,1.0,1.0,1.0
2309,Woman,uncertain,substantive,1.0,0.0,0.5
2310,Woman,substantive,,0.0,,
2311,Man,substantive,,0.0,,
2312,Woman,substantive,,0.0,,
2313,Man,substantive,,0.0,,
2314,Woman,substantive,substantive,0.0,0.0,0.0
2315,Man,uncertain,substantive,1.0,0.0,0.5
2316,Woman,substantive,,0.0,,
2317,Woman,substantive,,0.0,,
2318,Woman,uncertain,,1.0,,
2319,Man,uncertain,substantive,1.0,0.0,0.5
2320,Woman,substantive,substantive,0.0,0.0,0.0
2321,Man,missing,substantive,,0.0,
2322,Man,substantive,substantive,0.0,0.0,0.0
2323,Man,substantive,,0.0,,
2324,Man,uncertain,substantive,1.0,0.0,0.5
2325,Woman,substantive,,0.0,,
2326,Woman,substantive,uncertain,0.0,1.0,0.5
2327,Man,substantive,substantive,0.0,0.0,0.0
2328,Woman,substantive,,0.0,,
2329,Man,substantive,substantive,0.0,0.0,0.0
2330,Woman,substantive,,0.0,,
2331,Man,substantive,substantive,0.0,0.0,0.0
2332,Woman,missing,substantive,,0.0,
2333,Man,substantive,substantive,0.0,0.0,0.0
2334,Man,substantive,substantive,0.0,0.0,0.0
2335,Man,too_short,substantive,,0.0,
2336,Woman,substantive,substantive,0.0,0.0,0.0
2337,Woman,substantive,,0.0,,
2338,Woman,substantive,,0.0,,
2339,Woman,uncertain,,1.0,,
2340,Man,substantive,,0.0,,
2341,Woman,substantive,substantive,0.0,0.0,0.0
2342,Man,substantive,,0.0,,
2343,Man,substantive,substantive,0.0,0.0,0.0
2344,Man,substantive,substantive,0.0,0.0,0.0
2345,Man,substantive,uncertain,0.0,1.0,0.5
2346,Man,substantive,substantive,0.0,0.0,0.0
2347,Man,substantive,,0.0,,
2348,Woman,too_short,substantive,,0.0,
2349,Man,substantive,uncertain,0.0,1.0,0.5
2350,Woman,missing,,,,
2351,Woman,substantive,,0.0,,
2352,Woman,uncertain,too_short,1.0,,
2353,Woman,uncertain,,1.0,,
2354,Woman,uncertain,,1.0,,
2355,Woman,substantive,,0.0,,
2356,Man,uncertain,,1.0,,
2357,Woman,uncertain,,1.0,,
2358,Woman,uncertain,,1.0,,
2359,Man,substantive,,0.0,,
2360,Man,too_short,,,,
2361,Man,substantive,substantive,0.0,0.0,0.0
2362,Woman,uncertain,,1.0,,
2363,Woman,uncertain,,1.0,,
2364,Woman,too_short,,,,
2365,Woman,substantive,,0.0,,
2366,Man,substantive,uncertain,0.0,1.0,0.5
2367,Woman,substantive,substantive,0.0,0.0,0.0
2368,Woman,substantive,substantive,0.0,0.0,0.0
2369,Woman,substantive,too_short,0.0,,
2370,Man,substantive,,0.0,,
2371,Woman,uncertain,,1.0,,
2372,Woman,substantive,substantive,0.0,0.0,0.0
2373,Woman,uncertain,substantive,1.0,0.0,0.5
2374,Woman,substantive,,0.0,,
2375,Woman,substantive,,0.0,,
2376,Woman,substantive,,0.0,,
2377,Woman,substantive,substantive,0.0,0.0,0.0
2378,Woman,substantive,substantive,0.0,0.0,0.0
2379,Woman,substantive,,0.0,,
2380,Man,substantive,,0.0,,
2381,Woman,substantive,substantive,0.0,0.0,0.0
2382,Man,substantive,,0.0,,
2383,Man,substantive,,0.0,,
2384,Man,substantive,,0.0,,
2385,Woman,uncertain,substantive,1.0,0.0,0.5
2386,Man,substantive,,0.0,,
2387,Woman,substantive,,0.0,,
2388,Woman,substantive,substantive,0.0,0.0,0.0
2389,Woman,substantive,,0.0,,
2390,Woman,substantive,uncertain,0.0,1.0,0.5
2391,Woman,substantive,too_short,0.0,,
2392,Man,substantive,,0.0,,
2393,Man,substantive,substantive,0.0,0.0,0.0
2394,Woman,substantive,,0.0,,
2395,Man,substantive,substantive,0.0,0.0,0.0
2396,Man,substantive,,0.0,,
2397,Woman,uncertain,substantive,1.0,0.0,0.5
2398,Man,substantive,substantive,0.0,0.0,0.0
2399,Man,substantive,,0.0,,
2400,Woman,substantive,substantive,0.0,0.0,0.0
2401,Woman,substantive,substantive,0.0,0.0,0.0
2402,Man,substantive,substantive,0.0,0.0,0.0
2403,Woman,uncertain,substantive,1.0,0.0,0.5
2404,Woman,substantive,,0.0,,
2405,Woman,too_short,substantive,,0.0,
2406,Man,uncertain,,1.0,,
2407,Man,substantive,,0.0,,
2408,Woman,too_short,,,,
2409,Woman,substantive,substantive,0.0,0.0,0.0
2410,Man,substantive,substantive,0.0,0.0,0.0
2411,Woman,substantive,uncertain,0.0,1.0,0.5
2412,Man,substantive,,0.0,,
2413,Man,substantive,substantive,0.0,0.0,0.0
2414,Man,uncertain,substantive,1.0,0.0,0.5
2415,Man,substantive,,0.0,,
2416,Man,substantive,,0.0,,
2417,Man,substantive,,0.0,,
2418,Woman,substantive,,0.0,,
2419,Woman,substantive,substantive,0.0,0.0,0.0
2420,Man,substantive,,0.0,,
2421,Woman,substantive,,0.0,,
2422,Woman,substantive,substantive,0.0,0.0,0.0
2423,Man,substantive,substantive,0.0,0.0,0.0
2424,Man,substantive,,0.0,,
2425,Woman,uncertain,substantive,1.0,0.0,0.5
2426,Woman,substantive,substantive,0.0,0.0,0.0
2427,Woman,substantive,,0.0,,
2428,Woman,substantive,,0.0,,
2429,Man,uncertain,,1.0,,
2430,Woman,substantive,,0.0,,
2431,Man,uncertain,uncertain,1.0,1.0,1.0
2432,Man,substantive,substantive,0.0,0.0,0.0
2433,Man,substantive,substantive,0.0,0.0,0.0
2434,Man,missing,,,,
2435,Woman,uncertain,,1.0,,
2436,Woman,missing,substantive,,0.0,
2437,Man,uncertain,,1.0,,
2438,Woman,substantive,,0.0,,
2439,Man,substantive,,0.0,,
2440,Woman,substantive,substantive,0.0,0.0,0.0
2441,Woman,substantive,missing,0.0,,
2442,Woman,substantive,,0.0,,
2443,Woman,substantive,,0.0,,
2444,Woman,substantive,substantive,0.0,0.0,0.0
2445,Woman,too_short,substantive,,0.0,
2446,Woman,substantive,too_short,0.0,,
2447,Man,substantive,,0.0,,
2448,Man,substantive,substantive,0.0,0.0,0.0
2449,Man,too_short,substantive,,0.0,
2450,Woman,substantive,,0.0,,
2451,Man,too_short,,,,
2452,Woman,substantive,,0.0,,
2453,Man,substantive,substantive,0.0,0.0,0.0
2454,Woman,substantive,substantive,0.0,0.0,0.0
2455,Woman,uncertain,substantive,1.0,0.0,0.5
2456,Woman,substantive,,0.0,,
2457,Woman,uncertain,,1.0,,
2458,Man,substantive,substantive,0.0,0.0,0.0
2459,Woman,substantive,,0.0,,
2460,Woman,uncertain,,1.0,,
2461,Man,substantive,,0.0,,
2462,Woman,uncertain,substantive,1.0,0.0,0.5
2463,Woman,too_short,,,,
2464,Man,substantive,uncertain,0.0,1.0,0.5
2465,Woman,substantive,,0.0,,
2466,Man,substantive,substantive,0.0,0.0,0.0
2467,Woman,substantive,too_short,0.0,,
2468,Woman,substantive,substantive,0.0,0.0,0.0
2469,Woman,too_short,substantive,,0.0,
2470,Woman,uncertain,substantive,1.0,0.0,0.5
2471,Man,substantive,uncertain,0.0,1.0,0.5
2472,Man,substantive,,0.0,,
2473,Man,too_short,,,,
2474,Woman,uncertain,substantive,1.0,0.0,0.5
2475,Woman,substantive,,0.0,,
2476,Woman,substantive,substantive,0.0,0.0,0.0
2477,Man,substantive,,0.0,,
2478,Man,substantive,substantive,0.0,0.0,0.0
2479,Man,substantive,,0.0,,
2480,Man,missing,substantive,,0.0,
2481,Woman,uncertain,,1.0,,
2482,Woman,substantive,,0.0,,
2483,Woman,substantive,substantive,0.0,0.0,0.0
2484,Man,substantive,,0.0,,
2485,Man,substantive,uncertain,0.0,1.0,0.5
2486,Man,substantive,,0.0,,
2487,Man,substantive,too_short,0.0,,
2488,Woman,substantive,substantive,0.0,0.0,0.0
2489,Woman,substantive,substantive,0.0,0.0,0.0
2490,Woman,substantive,,0.0,,
2491,Woman,too_short,substantive,,0.0,
2492,Man,uncertain,,1.0,,
2493,Man,substantive,substantive,0.0,0.0,0.0
2494,Man,substantive,substantive,0.0,0.0,0.0
2495,Man,substantive,substantive,0.0,0.0,0.0
2496,Woman,substantive,,0.0,,
2497,Woman,too_short,substantive,,0.0,
2498,Woman,uncertain,,1.0,,
2499,Man,substantive,substantive,0.0,0.0,0.0
2500,Man,substantive,too_short,0.0,,
2501,Man,substantive,too_short,0.0,,
2502,Woman,uncertain,substantive,1.0,0.0,0.5
2503,Woman,substantive,substantive,0.0,0.0,0.0
2504,Woman,substantive,substantive,0.0,0.0,0.0
2505,Woman,substantive,,0.0,,
2506,Man,substantive,,0.0,,
2507,Man,substantive,uncertain,0.0,1.0,0.5
2508,Man,uncertain,too_short,1.0,,
2509,Man,substantive,,0.0,,
2510,Woman,substantive,uncertain,0.0,1.0,0.5
2511,Woman,substantive,substantive,0.0,0.0,0.0
2512,Man,missing,substantive,,0.0,
2513,Woman,substantive,,0.0,,
2514,Woman,substantive,substantive,0.0,0.0,0.0
2515,Woman,substantive,,0.0,,
2516,Woman,substantive,,0.0,,
2517,Woman,uncertain,,1.0,,
2518,Man,substantive,substantive,0.0,0.0,0.0
2519,Woman,uncertain,,1.0,,
2520,Man,substantive,too_short,0.0,,
2521,Woman,uncertain,,1.0,,
2522,Woman,substantive,,0.0,,
2523,Man,substantive,substantive,0.0,0.0,0.0
2524,Woman,substantive,,0.0,,
2525,Woman,uncertain,substantive,1.0,0.0,0.5
2526,Man,substantive,,0.0,,
2527,Man,uncertain,substantive,1.0,0.0,0.5
2528,Man,substantive,,0.0,,
2529,Man,substantive,,0.0,,
2530,Man,substantive,,0.0,,
2531,Woman,substantive,,0.0,,
2532,Man,substantive,,0.0,,
2533,Woman,uncertain,substantive,1.0,0.0,0.5
2534,Woman,too_short,substantive,,0.0,
2535,Man,substantive,substantive,0.0,0.0,0.0
2536,Woman,substantive,substantive,0.0,0.0,0.0
2537,Man,substantive,uncertain,0.0,1.0,0.5
2538,Woman,substantive,substantive,0.0,0.0,0.0
2539,Man,substantive,substantive,0.0,0.0,0.0
2540,Man,substantive,,0.0,,
2541,Man,substantive,,0.0,,
2542,Man,substantive,,0.0,,
2543,Woman,substantive,substantive,0.0,0.0,0.0
2544,Woman,substantive,uncertain,0.0,1.0,0.5
2545,Woman,too_short,substantive,,0.0,
2546,Woman,substantive,,0.0,,
2547,Woman,substantive,too_short,0.0,,
2548,Woman,substantive,substantive,0.0,0.0,0.0
2549,Man,substantive,substantive,0.0,0.0,0.0
2550,Man,substantive,substantive,0.0,0.0,0.0
2551,Woman,substantive,,0.0,,
2552,Woman,substantive,substantive,0.0,0.0,0.0
2553,Woman,substantive,,0.0,,
2554,Woman,substantive,substantive,0.0,0.0,0.0
2555,Woman,substantive,,0.0,,
2556,Woman,substantive,,0.0,,
2557,Woman,substantive,substantive,0.0,0.0,0.0
2558,Woman,substantive,too_short,0.0,,
2559,Man,substantive,,0.0,,
2560,Man,substantive,,0.0,,
2561,Woman,substantive,substantive,0.0,0.0,0.0
2562,Woman,substantive,,0.0,,
2563,Woman,substantive,substantive,0.0,0.0,0.0
2564,Woman,substantive,,0.0,,
2565,Woman,too_short,substantive,,0.0,
2566,Woman,substantive,,0.0,,
2567,Man,substantive,,0.0,,
2568,Woman,uncertain,,1.0,,
2569,Woman,substantive,uncertain,0.0,1.0,0.5
2570,Woman,too_short,,,,
2571,Woman,too_short,substantive,,0.0,
2572,Man,missing,,,,
2573,Man,substantive,substantive,0.0,0.0,0.0
2574,Woman,substantive,uncertain,0.0,1.0,0.5
2575,Man,substantive,substantive,0.0,0.0,0.0
2576,Woman,substantive,,0.0,,
2577,Man,uncertain,substantive,1.0,0.0,0.5
2578,Woman,uncertain,too_short,1.0,,
2579,Man,substantive,,0.0,,
2580,Woman,substantive,,0.0,,
2581,Woman,substantive,,0.0,,
2582,Man,substantive,substantive,0.0,0.0,0.0
2583,Woman,substantive,substantive,0.0,0.0,0.0
2584,Woman,substantive,,0.0,,
2585,Woman,uncertain,substantive,1.0,0.0,0.5
2586,Man,substantive,substantive,0.0,0.0,0.0
2587,Woman,too_short,,,,
2588,Man,uncertain,,1.0,,
2589,Woman,substantive,substantive,0.0,0.0,0.0
2590,Woman,uncertain,substantive,1.0,0.0,0.5
2591,Man,too_short,substantive,,0.0,
2592,Woman,substantive,,0.0,,
2593,Woman,substantive,substantive,0.0,0.0,0.0
2594,Man,substantive,,0.0,,
2595,Man,substantive,,0.0,,
2596,Woman,uncertain,,1.0,,
2597,Woman,substantive,substantive,0.0,0.0,0.0
2598,Woman,substantive,substantive,0.0,0.0,0.0
2599,Man,substantive,substantive,0.0,0.0,0.0
2600,Woman,substantive,,0.0,,
2601,Man,uncertain,substantive,1.0,0.0,0.5
2602,Woman,substantive,,0.0,,
2603,Woman,uncertain,substantive,1.0,0.0,0.5
2604,Woman,uncertain,,1.0,,
2605,Woman,substantive,,0.0,,
2606,Woman,too_short,,,,
2607,Man,substantive,substantive,0.0,0.0,0.0
2608,Man,substantive,,0.0,,
2609,Woman,substantive,substantive,0.0,0.0,0.0
2610,Woman,substantive,substantive,0.0,0.0,0.0
2611,Man,substantive,,0.0,,
2612,Man,substantive,substantive,0.0,0.0,0.0
2613,Woman,substantive,,0.0,,
2614,Woman,too_short,,,,
2615,Woman,substantive,substantive,0.0,0.0,0.0
2616,Man,uncertain,substantive,1.0,0.0,0.5
2617,Man,substantive,,0.0,,
2618,Woman,substantive,,0.0,,
2619,Woman,substantive,,0.0,,
2620,Woman,substantive,substantive,0.0,0.0,0.0
2621,Woman,substantive,,0.0,,
2622,Man,uncertain,substantive,1.0,0.0,0.5
2623,Woman,substantive,too_short,0.0,,
2624,Man,substantive,,0.0,,
2625,Man,missing,substantive,,0.0,
2626,Man,substantive,,0.0,,
2627,Woman,uncertain,substantive,1.0,0.0,0.5
2628,Woman,substantive,,0.0,,
2629,Woman,substantive,substantive,0.0,0.0,0.0
2630,Woman,uncertain,uncertain,1.0,1.0,1.0
2631,Woman,substantive,too_short,0.0,,
2632,Woman,substantive,,0.0,,
2633,Woman,substantive,substantive,0.0,0.0,0.0
2634,Woman,substantive,,0.0,,
2635,Woman,substantive,,0.0,,
2636,Woman,substantive,uncertain,0.0,1.0,0.5
2637,Man,substantive,,0.0,,
2638,Man,substantive,,0.0,,
2639,Man,substantive,,0.0,,
2640,Woman,substantive,,0.0,,
2641,Woman,missing,substantive,,0.0,
2642,Man,uncertain,uncertain,1.0,1.0,1.0
2643,Woman,uncertain,substantive,1.0,0.0,0.5
2644,Woman,substantive,,0.0,,
2645,Man,substantive,substantive,0.0,0.0,0.0
2646,Woman,substantive,,0.0,,
2647,Woman,substantive,,0.0,,
2648,Woman,substantive,substantive,0.0,0.0,0.0
2649,Woman,substantive,,0.0,,
2650,Woman,substantive,,0.0,,
2651,Woman,substantive,substantive,0.0,0.0,0.0
2652,Woman,uncertain,substantive,1.0,0.0,0.5
2653,Woman,substantive,,0.0,,
2654,Woman,substantive,,0.0,,
2655,Woman,uncertain,,1.0,,
2656,Woman,substantive,substantive,0.0,0.0,0.0
2657,Woman,substantive,uncertain,0.0,1.0,0.5
2658,Woman,substantive,substantive,0.0,0.0,0.0
2659,Man,substantive,substantive,0.0,0.0,0.0
2660,Man,substantive,,0.0,,
2661,Man,substantive,substantive,0.0,0.0,0.0
2662,Man,substantive,,0.0,,
2663,Man,substantive,substantive,0.0,0.0,0.0
